Asset,Price,Market Cap,Week To Date Return,MTD,YTD,90 Day BTC Correlation
BTC,100954.572281999,"2,000.1 Billion",0.0697090489044847,6.8802296375375604,6.8802296375375604,0.9999999999999997
ETH,3309.0995676199964,398.8 Billion,0.013795226733853028,-0.8247258198586405,-0.8247258198586405,0.06523928639587245
XRP,3.2791397325625398,188.8 Billion,0.308376976365508,57.70148439795308,57.70148439795308,0.07885295848882938
DOGE,0.39642227480400194,58.5 Billion,0.18044848034912397,25.387640278492118,25.387640278492118,0.25833406836880557
BNB,709.848578937929,103.6 Billion,0.024226147767108408,1.1796720345455425,1.1796720345455425,0.12681782442443137
USDT,0.9988942493886789,138.1 Billion,-0.000575914104361086,0.07686841713796522,0.07686841713796522,0.1622985813676285
