date,BTC Price,Bitcoin Market Cap,Bitcoin Supply,Non-Zero Address Count,Addresses Holding 0.001+ BTC,Addresses Holding 0.01+ BTC,Addresses Holding 0.1+ BTC,Metcalfe Value (Any Balance),Metcalfe Value (0.001+ BTC),Metcalfe Value (0.01+ BTC),Metcalfe Value (0.1+ BTC),Metcalfe Scale (Any Balance),Metcalfe Scale (0.001+ BTC),Metcalfe Scale (0.01+ BTC),Metcalfe Scale (0.1+ BTC),BTC Price / Metcalfe Value,Power Law Price,BTC Price / Power Law Price,Days Since Genesis,Power Law Exponent,Power Law Scale,Hash Rate (H/s),Hash Rate 30-Day MA (H/s),Hash Rate 60-Day MA (H/s),Hash Ribbon 30D / 60D,Hash Ribbon Capitulation
2010-08-26,0.07,268156.0,3830800.0,55598,55598,55598,53759,0.22833566340373418,0.8955733672024507,2.422759148308158,11.764450119649853,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.30656621465315625,0.2149165795872412,0.3257077705891223,600.0,5.631102078088261,4.8777174654786374e-17,6507634110.322693,3780034607.9282107,2422739506.3029056,1.560231547012883,False
2010-08-27,0.06,230361.0,3839350.0,55670,55670,55670,53810,0.22841763299909243,0.8958948666363494,2.4236288879891035,11.760533616015003,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26267674352548076,0.21694140819198834,0.27657237269752266,601.0,5.631102078088261,4.8777174654786374e-17,5299073489.834193,3890710239.5150843,2508613699.734243,1.550940361972534,False
2010-08-28,0.06,230871.0,3847850.0,55771,55771,55771,53885,0.22874079100033864,0.8971623501954233,2.4270577610446624,11.767288168525651,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26230564184728716,0.21898189969842427,0.2739952483864206,602.0,5.631102078088261,4.8777174654786374e-17,5299073489.834193,3994506591.5073004,2594198507.8683023,1.5397844765509696,False
2010-08-29,0.06,231357.0,3855950.0,55909,55909,55909,54004,0.22939130075464453,0.8997137659592923,2.4339600050253654,11.79449122727127,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.2615617933313679,0.22103814894536908,0.2714463556914303,603.0,5.631102078088261,4.8777174654786374e-17,5051163618.964757,4088825290.620497,2675426407.3677664,1.5282892025586723,False
2010-08-30,0.06,231804.0,3863400.0,55990,55990,55990,54050,0.22961282847964284,0.9005826373727546,2.436310528436133,11.79180990649303,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.2613094416252074,0.2231102511870524,0.26892533929199364,604.0,5.631102078088261,4.8777174654786374e-17,4617321344.943245,4160184646.982714,2748989524.3542886,1.5133504911990896,False
2010-08-31,0.06,232356.0,3872600.0,55996,55996,55996,54030,0.2291164425931666,0.8986357230223787,2.4310436181794333,11.755092265603947,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26187557436259484,0.22519830209423958,0.2664318489172781,605.0,5.631102078088261,4.8777174654786374e-17,5701927029.997026,4253129639.9796057,2841320712.079649,1.4968847486655636,False
2010-09-01,0.06,232827.0,3880450.0,56082,56082,56082,54100,0.22935582961084794,0.8995746417803756,2.433583637896144,11.76172948609481,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.2616022453050487,0.22730239775535857,0.2639655392662285,606.0,5.631102078088261,4.8777174654786374e-17,4927208683.53004,4319441361.083127,2920032541.0816574,1.4792442550941887,False
2010-09-02,0.06,233295.0,3888250.0,56118,56118,56118,54103,0.22918969028872196,0.8989230136031425,2.431820814005324,11.739436803514138,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26179188044809054,0.22942263467762902,0.26152606992901295,607.0,5.631102078088261,4.8777174654786374e-17,4834242481.954,4388724161.384303,2997902319.672967,1.4639316740190045,False
2010-09-03,0.06,233787.0,3896450.0,56246,56246,56246,54202,0.2297518760509968,0.9011280068512779,2.4377858948792284,11.7576428618811,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.2611512951767241,0.23155910978819125,0.2591131053098383,608.0,5.631102078088261,4.8777174654786374e-17,5113141086.6821165,4460828965.753993,3080259638.7334795,1.4481990120768413,False
2010-09-04,0.06,234330.0,3905500.0,56342,56342,56342,54268,0.23000261057971902,0.9021114325799371,2.440446317540337,11.75898235827804,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26086660429101505,0.2337119204352378,0.25672631455110634,609.0,5.631102078088261,4.8777174654786374e-17,5608960828.420988,4520000317.513529,3170373853.9881434,1.425699468164499,False
2010-09-05,0.06,234825.0,3913750.0,56397,56397,56397,54318,0.22996609652932862,0.901968217934573,2.4400588846342965,11.755827618519334,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26090802472854047,0.23588116438914492,0.25436537145888855,610.0,5.631102078088261,4.8777174654786374e-17,5268084755.975514,4609823602.2989645,3255137806.6214523,1.4161684930579197,False
2010-09-06,0.06,235299.0,3921650.0,56450,56450,56450,54345,0.22993440019669192,0.9018438992411009,2.4397225701982657,11.74381235513842,0.0002829729282304137,0.0011098705054862863,0.00300248870620607,0.015594043748762854,0.26094399075855734,0.23806693984360594,0.252029954429691,611.0,5.631102078088261,4.8777174654786374e-17,4989186151.247398,4685681992.618564,3335331332.7648387,1.404862523428623,False
