Report Date,Bitcoin Supply,7 Day Average Hashrate,Network Difficulty,Last Difficulty Adjustment Block Height,Last Difficulty Change,Price USD,Marketcap,Sats Per Dollar,Bitcoin Price Change Difficulty Period
2025-05-06,19860978.98632881,897863547.5518559,119116256505723.47,895104,-3.341706433511342,96677.9245029223,1920118226994.4229,1034.362296399705,12.74
