days_since_halving,index_value,Era
944,21.524549918166937,2nd Era
945,21.103927986906708,2nd Era
946,20.823240589198036,2nd Era
947,20.999181669394435,2nd Era
948,21.26923076923077,2nd Era
949,22.095744680851062,2nd Era
950,22.279869067103107,2nd Era
951,21.758592471358426,2nd Era
952,22.011456628477905,2nd Era
953,22.05482815057283,2nd Era
954,23.357610474631752,2nd Era
955,23.96726677577741,2nd Era
956,25.323240589198033,2nd Era
957,23.88052373158756,2nd Era
958,23.66366612111293,2nd Era
959,23.788052373158756,2nd Era
960,22.685761047463178,2nd Era
961,22.816693944353517,2nd Era
962,22.741407528641567,2nd Era
963,22.567103109656298,2nd Era
964,22.79950900163666,2nd Era
965,22.801963993453352,2nd Era
966,22.632569558101473,2nd Era
967,22.604746317512276,2nd Era
968,23.601472995090017,2nd Era
969,23.603109656301147,2nd Era
970,23.896890343698853,2nd Era
971,24.15711947626841,2nd Era
972,24.163666121112925,2nd Era
973,23.853518821603927,2nd Era
974,23.56546644844517,2nd Era
975,23.348608837970538,2nd Era
976,23.085924713584287,2nd Era
977,23.08837970540098,2nd Era
978,23.261865793780686,2nd Era
979,23.344517184942713,2nd Era
980,23.103927986906708,2nd Era
981,22.797054009819966,2nd Era
982,22.8240589198036,2nd Era
983,21.994271685761046,2nd Era
984,21.69803600654664,2nd Era
985,21.583469721767592,2nd Era
986,21.930441898527004,2nd Era
987,22.035188216039277,2nd Era
988,21.73567921440262,2nd Era
989,21.775777414075286,2nd Era
990,21.543371522094926,2nd Era
991,21.054009819967263,2nd Era
992,21.045008183306056,2nd Era
993,20.558919803600652,2nd Era
994,18.50409165302782,2nd Era
995,19.234042553191486,2nd Era
996,19.162847790507364,2nd Era
997,18.941080196399344,2nd Era
998,18.71685761047463,2nd Era
999,20.546644844517186,2nd Era
1000,18.17757774140753,2nd Era
1001,18.545826513911617,2nd Era
1002,18.54255319148936,2nd Era
1003,19.098199672667757,2nd Era
1004,18.75613747954173,2nd Era
1005,18.69558101472995,2nd Era
1006,18.79950900163666,2nd Era
1007,18.656301145662844,2nd Era
1008,18.748772504091654,2nd Era
1009,18.555646481178396,2nd Era
1010,18.93453355155483,2nd Era
1011,20.561374795417347,2nd Era
1012,19.682487725040918,2nd Era
1013,19.65302782324059,2nd Era
1014,19.90671031096563,2nd Era
1015,19.51636661211129,2nd Era
1016,19.616202945990178,2nd Era
1017,19.652209492635023,2nd Era
1018,19.2823240589198,2nd Era
1019,18.747135842880525,2nd Era
1020,18.877250409165303,2nd Era
1021,18.76104746317512,2nd Era
1022,18.668576104746315,2nd Era
1023,18.995908346972175,2nd Era
1024,19.119476268412438,2nd Era
1025,18.937806873977085,2nd Era
1026,18.79950900163666,2nd Era
1027,18.572831423895252,2nd Era
1028,18.77168576104746,2nd Era
1029,18.75531914893617,2nd Era
1030,19.161211129296234,2nd Era
1031,19.196399345335514,2nd Era
1032,19.187397708674304,2nd Era
1033,19.008183306055646,2nd Era
1034,19.557283142389526,2nd Era
1035,19.41734860883797,2nd Era
1036,19.411620294599018,2nd Era
1037,19.44189852700491,2nd Era
1038,19.42798690671031,2nd Era
1039,19.616202945990178,2nd Era
1040,19.567921440261866,2nd Era
1041,19.633387888707034,2nd Era
1042,20.175122749590834,2nd Era
1043,19.95417348608838,2nd Era
1044,19.899345335515545,2nd Era
1045,20.062193126022912,2nd Era
1046,20.108837970540097,2nd Era
1047,20.339607201309327,2nd Era
1048,20.12193126022913,2nd Era
1049,20.375613747954173,2nd Era
1050,20.738952536824875,2nd Era
1051,20.799509001636658,2nd Era
1052,21.4721767594108,2nd Era
1053,22.062193126022915,2nd Era
1054,21.5,2nd Era
1055,21.54991816693944,2nd Era
1056,22.045826513911617,2nd Era
1057,22.00736497545008,2nd Era
1058,22.5278232405892,2nd Era
1059,22.795417348608837,2nd Era
1060,22.85761047463175,2nd Era
1061,23.56382978723404,2nd Era
1062,23.376432078559738,2nd Era
1063,24.166121112929623,2nd Era
1064,24.72585924713584,2nd Era
1065,25.64157119476268,2nd Era
1066,26.71603927986907,2nd Era
1067,25.46726677577741,2nd Era
1068,26.763502454991816,2nd Era
1069,29.708674304418984,2nd Era
1070,32.64402618657938,2nd Era
1071,34.119476268412434,2nd Era
1072,33.26923076923077,2nd Era
1073,30.468085106382976,2nd Era
1074,31.50245499181669,2nd Era
1075,31.37888707037643,2nd Era
1076,31.120294599018003,2nd Era
1077,27.436170212765955,2nd Era
1078,25.536006546644845,2nd Era
1079,26.816693944353517,2nd Era
1080,27.385433715220945,2nd Era
1081,27.229950900163665,2nd Era
1082,26.400163666121113,2nd Era
1083,27.098199672667754,2nd Era
1084,27.436170212765955,2nd Era
1085,27.436170212765955,2nd Era
1086,26.816693944353517,2nd Era
1087,26.2569558101473,2nd Era
1088,26.549099836333877,2nd Era
1089,26.499181669394435,2nd Era
1090,26.499999999999996,2nd Era
1091,26.226677577741405,2nd Era
1092,26.797054009819963,2nd Era
1093,28.736497545008184,2nd Era
1094,29.355973813420622,2nd Era
1095,29.109656301145662,2nd Era
1096,29.751227495908346,2nd Era
1097,30.776595744680847,2nd Era
1098,29.66939443535188,2nd Era
1099,29.387070376432078,2nd Era
1100,29.629296235679213,2nd Era
1101,29.694762684124385,2nd Era
1102,31.45417348608838,2nd Era
1103,32.168576104746315,2nd Era
1104,32.251227495908346,2nd Era
1105,32.50081833060557,2nd Era
1106,34.10147299509001,2nd Era
1107,34.09738134206219,2nd Era
1108,36.86743044189852,2nd Era
1109,34.99590834697217,2nd Era
1110,35.751227495908346,2nd Era
1111,36.164484451718494,2nd Era
1112,37.805237315875615,2nd Era
1113,37.33878887070376,2nd Era
1114,37.36252045826514,2nd Era
1115,37.798690671031096,2nd Era
1116,37.837152209492636,2nd Era
1117,36.124386252045824,2nd Era
1118,35.729950900163665,2nd Era
1119,35.751227495908346,2nd Era
1120,36.151391162029455,2nd Era
1121,37.27495908346972,2nd Era
1122,37.354337152209496,2nd Era
1123,34.164484451718494,2nd Era
1124,34.5531914893617,2nd Era
1125,34.44353518821604,2nd Era
1126,35.19230769230769,2nd Era
1127,34.95090016366612,2nd Era
1128,35.298690671031096,2nd Era
1129,35.48036006546645,2nd Era
1130,35.42471358428805,2nd Era
1131,35.0949263502455,2nd Era
1132,35.47545008183306,2nd Era
1133,35.35842880523731,2nd Era
1134,35.32733224222586,2nd Era
1135,37.35024549918167,2nd Era
1136,37.01063829787234,2nd Era
1137,36.97954173486088,2nd Era
1138,36.59083469721767,2nd Era
1139,36.62520458265139,2nd Era
1140,36.57692307692308,2nd Era
1141,35.270867430441896,2nd Era
1142,35.31751227495908,2nd Era
1143,31.745499181669395,2nd Era
1144,31.44353518821604,2nd Era
1145,31.472176759410797,2nd Era
1146,31.493453355155484,2nd Era
1147,31.171031096563013,2nd Era
1148,33.36661211129296,2nd Era
1149,33.37643207855974,2nd Era
1150,31.12929623567921,2nd Era
1151,31.853518821603927,2nd Era
1152,32.95171849427169,2nd Era
1153,32.170212765957444,2nd Era
1154,32.16612111292962,2nd Era
1155,32.29541734860884,2nd Era
1156,31.319148936170212,2nd Era
1157,30.902618657937804,2nd Era
1158,30.894435351882155,2nd Era
1159,30.995908346972172,2nd Era
1160,30.478723404255316,2nd Era
1161,30.634206219312603,2nd Era
1162,30.277414075286416,2nd Era
1163,31.73813420621931,2nd Era
1164,31.600654664484452,2nd Era
1165,30.776595744680847,2nd Era
1166,30.784779050736496,2nd Era
1167,30.506546644844516,2nd Era
1168,30.588379705400982,2nd Era
1169,31.11292962356792,2nd Era
1170,30.894435351882155,2nd Era
1171,31.34369885433715,2nd Era
1172,31.823240589198033,2nd Era
1173,32.87234042553191,2nd Era
1174,32.77495908346972,2nd Era
1175,33.26104746317512,2nd Era
1176,34.14157119476268,2nd Era
1177,34.40589198036006,2nd Era
1178,34.286415711947626,2nd Era
1179,35.9860883797054,2nd Era
1180,35.742225859247135,2nd Era
1181,35.75777414075286,2nd Era
1182,34.39607201309329,2nd Era
1183,34.57201309328969,2nd Era
1184,34.53273322422258,2nd Era
1185,34.78887070376432,2nd Era
1186,35.33060556464812,2nd Era
1187,35.217675941080195,2nd Era
1188,35.666121112929616,2nd Era
1189,35.45090016366612,2nd Era
1190,34.9836333878887,2nd Era
1191,34.48445171849427,2nd Era
1192,33.715220949263504,2nd Era
1193,32.83960720130933,2nd Era
1194,33.309328968903436,2nd Era
1195,33.742225859247135,2nd Era
1196,33.761047463175125,2nd Era
1197,33.77168576104746,2nd Era
1198,34.09656301145663,2nd Era
1199,34.247954173486086,2nd Era
1200,33.719312602291325,2nd Era
1201,33.78723404255319,2nd Era
1202,33.86906710310966,2nd Era
1203,34.11292962356792,2nd Era
1204,34.119476268412434,2nd Era
1205,34.258592471358426,2nd Era
1206,33.3518821603928,2nd Era
1207,33.36006546644845,2nd Era
1208,33.756137479541735,2nd Era
1209,33.733224222585925,2nd Era
1210,34.12929623567921,2nd Era
1211,34.171031096563006,2nd Era
1212,34.11374795417348,2nd Era
1213,34.133387888707034,2nd Era
1214,34.138297872340424,2nd Era
1215,34.86743044189853,2nd Era
1216,34.54746317512275,2nd Era
1217,34.05646481178396,2nd Era
1218,33.797054009819966,2nd Era
1219,34.10965630114566,2nd Era
1220,34.119476268412434,2nd Era
1221,34.22749590834697,2nd Era
1222,34.162847790507364,2nd Era
1223,34.190671031096564,2nd Era
1224,34.50818330605564,2nd Era
1225,34.51800327332242,2nd Era
1226,34.4860883797054,2nd Era
1227,34.2430441898527,2nd Era
1228,34.15548281505728,2nd Era
1229,34.50327332242226,2nd Era
1230,34.52618657937807,2nd Era
1231,34.9050736497545,2nd Era
1232,34.79050736497545,2nd Era
1233,34.86170212765957,2nd Era
1234,35.10801963993453,2nd Era
1235,35.32896890343699,2nd Era
1236,34.94599018003273,2nd Era
1237,34.93453355155482,2nd Era
1238,35.34206219312602,2nd Era
1239,36.14484451718494,2nd Era
1240,36.95090016366612,2nd Era
1241,36.56873977086743,2nd Era
1242,36.88952536824877,2nd Era
1243,37.55564648117839,2nd Era
1244,38.175941080196395,2nd Era
1245,38.285597381342065,2nd Era
1246,36.99099836333878,2nd Era
1247,36.64648117839607,2nd Era
1248,37.27823240589198,2nd Era
1249,36.79050736497545,2nd Era
1250,37.03027823240589,2nd Era
1251,36.39034369885434,2nd Era
1252,36.97708674304419,2nd Era
1253,36.57283142389525,2nd Era
1254,36.638297872340424,2nd Era
1255,37.64320785597381,2nd Era
1256,37.4582651391162,2nd Era
1257,37.43453355155483,2nd Era
1258,37.80278232405892,2nd Era
1259,37.0253682487725,2nd Era
1260,37.03109656301145,2nd Era
1261,37.0392798690671,2nd Era
1262,37.40343698854337,2nd Era
1263,37.41571194762684,2nd Era
1264,37.44517184942717,2nd Era
1265,37.36088379705401,2nd Era
1266,37.06382978723404,2nd Era
1267,37.0949263502455,2nd Era
1268,36.22749590834697,2nd Era
1269,36.161211129296234,2nd Era
1270,36.196399345335514,2nd Era
1271,35.84533551554828,2nd Era
1272,36.164484451718494,2nd Era
1273,36.54255319148936,2nd Era
1274,36.59410801963993,2nd Era
1275,37.0531914893617,2nd Era
1276,38.61783960720131,2nd Era
1277,42.80769230769231,2nd Era
1278,42.89689034369886,2nd Era
1279,43.08265139116203,2nd Era
1280,43.2013093289689,2nd Era
1281,43.95008183306056,2nd Era
1282,43.9328968903437,2nd Era
1283,46.624386252045824,2nd Era
1284,46.91816693944354,2nd Era
1285,46.99345335515548,2nd Era
1286,47.698036006546644,2nd Era
1287,47.105564648117834,2nd Era
1288,47.58428805237316,2nd Era
1289,47.08919803600654,2nd Era
1290,47.19230769230769,2nd Era
1291,47.85515548281505,2nd Era
1292,54.84533551554828,2nd Era
1293,57.20294599018003,2nd Era
1294,56.11865793780687,2nd Era
1295,56.579378068739764,2nd Era
1296,62.765139116202946,2nd Era
1297,61.08837970540098,2nd Era
1298,61.531914893617014,2nd Era
1299,62.34369885433715,2nd Era
1300,60.18248772504091,2nd Era
1301,54.52373158756137,2nd Era
1302,50.98772504091653,2nd Era
1303,50.9558101472995,2nd Era
1304,53.801963993453356,2nd Era
1305,54.11947626841244,2nd Era
1306,51.129296235679206,2nd Era
1307,52.88952536824876,2nd Era
1308,52.86661211129296,2nd Era
1309,51.836333878887075,2nd Era
1310,54.69967266775777,2nd Era
1311,55.33306055646481,2nd Era
1312,57.268412438625205,2nd Era
1313,54.211947626841244,2nd Era
1314,55.266775777414075,2nd Era
1315,54.752864157119475,2nd Era
1316,55.297054009819966,2nd Era
1317,52.240589198036005,2nd Era
1318,54.121112929623564,2nd Era
1319,53.40998363338788,2nd Era
0,1.0,3rd Era
1,0.9906690977063448,3rd Era
2,0.9916650068181471,3rd Era
3,1.0249743361882728,3rd Era
4,1.0143104478526668,3rd Era
5,1.0138354758147303,3rd Era
6,1.0231510564297424,3rd Era
7,1.0159345457888367,3rd Era
8,1.0356229028452357,3rd Era
9,1.033600441264345,3rd Era
10,1.0276249865935314,3rd Era
11,1.0237945669327533,3rd Era
12,1.0213124549925692,3rd Era
13,1.0012870210060214,3rd Era
14,1.0020684266168203,3rd Era
15,1.0148007415692464,3rd Era
16,1.0024208252256117,3rd Era
17,1.0016547412934562,3rd Era
18,1.0023442168323964,3rd Era
19,1.0019764965449616,3rd Era
20,1.0054085525610188,3rd Era
21,1.0017313496866718,3rd Era
22,0.9662003769132947,3rd Era
23,0.9410115372240183,3rd Era
24,0.8533255703494876,3rd Era
25,0.8702407035714834,3rd Era
26,0.8811803821226655,3rd Era
27,0.8819311443761779,3rd Era
28,0.9013130678597148,3rd Era
29,0.9095254876124229,3rd Era
30,0.9037951797998989,3rd Era
31,0.8992752846001808,3rd Era
32,0.9124366065546141,3rd Era
33,0.9029065224385984,3rd Era
34,0.9009759909295663,3rd Era
35,0.8952303614383992,3rd Era
36,0.8716196546493634,3rd Era
37,0.8687238573858153,3rd Era
38,0.8838310325279238,3rd Era
39,0.8727994239048831,3rd Era
40,0.8784990883601208,3rd Era
41,0.8797707876874992,3rd Era
42,0.8851793402485177,3rd Era
43,0.8843672912804328,3rd Era
44,0.8932691865720809,3rd Era
45,0.8926716411049995,3rd Era
46,0.883018983559839,3rd Era
47,0.882069039483966,3rd Era
48,0.8836778157414927,3rd Era
49,0.8725849204038795,3rd Era
50,0.8739485498031164,3rd Era
51,0.8806594450487996,3rd Era
52,0.8821762912344677,3rd Era
53,0.8739791931604026,3rd Era
54,0.8729066756553849,3rd Era
55,0.8739179064458302,3rd Era
56,0.9135550890955614,3rd Era
57,0.9236214319640861,3rd Era
58,0.9253374599721147,3rd Era
59,0.9332587678306036,3rd Era
60,0.9431565722340541,3rd Era
61,0.955858243829194,3rd Era
62,0.9555671319349748,3rd Era
63,0.9563178941884873,3rd Era
64,0.9236214319640861,3rd Era
65,0.930454900638914,3rd Era
66,0.9334119846170348,3rd Era
67,0.9342546769424058,3rd Era
68,0.9303170055311262,3rd Era
69,0.9321556069682995,3rd Era
70,0.9248165228982488,3rd Era
71,0.9336418097966814,3rd Era
72,0.9335958447607521,3rd Era
73,0.9340708167986885,3rd Era
74,0.9128656135566212,3rd Era
75,0.9130035086644093,3rd Era
76,0.9231158165688633,3rd Era
77,0.92334564174851,3rd Era
78,0.9162057395008198,3rd Era
79,0.9246020193972453,3rd Era
80,0.9235141802135842,3rd Era
81,0.9239431872155913,3rd Era
82,0.9246633061118177,3rd Era
83,0.9267010893713516,3rd Era
84,0.9363537469165122,3rd Era
85,0.9328604041858827,3rd Era
86,0.9347909356949148,3rd Era
87,0.9330442643296001,3rd Era
88,0.9346070755511975,3rd Era
89,0.9346530405871267,3rd Era
90,0.9444742365973616,3rd Era
91,0.9463894464277506,3rd Era
92,0.9404906001501526,3rd Era
93,0.9462055862840333,3rd Era
94,0.9779674261112048,3rd Era
95,0.9750716288476565,3rd Era
96,0.9751942022768015,3rd Era
97,0.978258538005424,3rd Era
98,0.9786109366142156,3rd Era
99,0.9793004121531556,3rd Era
100,0.977998069468491,3rd Era
101,0.9744894050592183,3rd Era
102,0.9582943907334489,3rd Era
103,0.9604394257434845,3rd Era
104,0.9664302020929414,3rd Era
105,1.0003830419660777,3rd Era
106,0.9977477132394627,3rd Era
107,0.9922165872492992,3rd Era
108,1.0029111189421915,3rd Era
109,1.0263992523020822,3rd Era
110,1.042609588306495,3rd Era
111,1.0495196653745384,3rd Era
112,1.094504113870716,3rd Era
113,1.0701273231495245,3rd Era
114,1.0732989106286486,3rd Era
115,1.1096112890128245,3rd Era
116,1.117884995480105,3rd Era
117,1.0515421269554293,3rd Era
118,1.069698316147517,3rd Era
119,1.0745399665987407,3rd Era
120,1.0865215192976543,3rd Era
121,1.0845143793954066,3rd Era
122,1.085923973830573,3rd Era
123,1.100816645471678,3rd Era
124,1.0902140438506442,3rd Era
125,1.0977523097430555,3rd Era
126,1.0755971624251153,3rd Era
127,1.0727320085188534,3rd Era
128,1.0830894632815973,3rd Era
129,1.0905204774235067,3rd Era
130,1.131414037721973,3rd Era
131,1.133896149662157,3rd Era
132,1.1424303246663705,3rd Era
133,1.14961619194999,3rd Era
134,1.1100402960148315,3rd Era
135,1.1259288767677387,3rd Era
136,1.1479154856206046,3rd Era
137,1.1355662126342563,3rd Era
138,1.1243967089034275,3rd Era
139,1.1246418557617173,3rd Era
140,1.1219758836778158,3rd Era
141,1.1216694501049536,3rd Era
142,1.12214442214289,3rd Era
143,1.1232935480411235,3rd Era
144,1.1366846951752034,3rd Era
145,1.1512862549220892,3rd Era
146,1.1768121715415143,3rd Era
147,1.1675885209983605,3rd Era
148,1.1650604440222472,3rd Era
149,1.1513015766007324,3rd Era
150,1.1612913110760417,3rd Era
151,1.17501953514027,3rd Era
152,1.1762912344676484,3rd Era
153,1.1768734582560867,3rd Era
154,1.1818989688510273,3rd Era
155,1.1764904162900087,3rd Era
156,1.1892840179570074,3rd Era
157,1.1899888151745905,3rd Era
158,1.189069514456004,3rd Era
159,1.189069514456004,3rd Era
160,1.190984724286393,3rd Era
161,1.2047589133865506,3rd Era
162,1.2047435917079075,3rd Era
163,1.2076700323287421,3rd Era
164,1.2160969555824537,3rd Era
165,1.2627821104080164,3rd Era
166,1.3196561815312486,3rd Era
167,1.3950388404553604,3rd Era
168,1.3672146720394687,3rd Era
169,1.3646099866701396,3rd Era
170,1.3798550569200363,3rd Era
171,1.4281183446458396,3rd Era
172,1.4826175555793892,3rd Era
173,1.4799362618168448,3rd Era
174,1.464369436315443,3rd Era
175,1.4780363736650988,3rd Era
176,1.530926808341122,3rd Era
177,1.551427214365606,3rd Era
178,1.569598725236337,3rd Era
179,1.7081067001700707,3rd Era
180,1.4835674996552624,3rd Era
181,1.3643035530972776,3rd Era
182,1.3712902385585366,3rd Era
183,1.394824336954357,3rd Era
184,1.3690839168339284,3rd Era
185,1.3865659521657194,3rd Era
186,1.206689444895583,3rd Era
187,1.250432837421668,3rd Era
188,1.2633183691605252,3rd Era
189,1.2640384880567517,3rd Era
190,1.2504788024575972,3rd Era
191,1.2739669358174883,3rd Era
192,1.3824444206107223,3rd Era
193,1.3362035944658097,3rd Era
194,1.3822299171097185,3rd Era
195,1.3704935112690948,3rd Era
196,1.413578071613526,3rd Era
197,1.4097782953100342,3rd Era
198,1.4123063722861477,3rd Era
199,1.3831338961496622,3rd Era
200,1.3669235601452496,3rd Era
201,1.3979193160402654,3rd Era
202,1.41098870792284,3rd Era
203,1.4008304349824567,3rd Era
204,1.3980878545053397,3rd Era
205,1.40960975684496,3rd Era
206,1.466039499287542,3rd Era
207,1.4966675348951233,3rd Era
208,1.535875710542847,3rd Era
209,1.5497724730721498,3rd Era
210,1.5813044877196745,3rd Era
211,1.5494200744633584,3rd Era
212,1.567560941976803,3rd Era
213,1.6049458378659966,3rd Era
214,1.61948611089831,3rd Era
215,1.4961312761426142,3rd Era
216,1.5284906614368672,3rd Era
217,1.550875633934454,3rd Era
218,1.533531493710451,3rd Era
219,1.5321831859898571,3rd Era
220,1.548822528996277,3rd Era
221,1.5501555150382278,3rd Era
222,1.5851349073804526,3rd Era
223,1.6216771109442754,3rd Era
224,1.62386811099024,3rd Era
225,1.606631222516739,3rd Era
226,1.6246495166010388,3rd Era
227,1.703356979790706,3rd Era
228,1.7375549665221321,3rd Era
229,1.7024683224294057,3rd Era
230,1.805154212695543,3rd Era
231,1.7605221628081573,3rd Era
232,1.800894786032758,3rd Era
233,1.8207976465901607,3rd Era
234,1.8237087655323518,3rd Era
235,1.8671304028069315,3rd Era
236,1.9254447117226166,3rd Era
237,1.9573138033002897,3rd Era
238,1.9287695159881717,3rd Era
239,1.9394180826451346,3rd Era
240,1.9521350759189176,3rd Era
241,1.9044693336601959,3rd Era
242,1.7828305269125284,3rd Era
243,1.8353072762651876,3rd Era
244,1.911057655476734,3rd Era
245,1.799408583204376,3rd Era
246,1.881946466054821,3rd Era
247,1.9045919070893407,3rd Era
248,1.9080699281413271,3rd Era
249,1.912314033125469,3rd Era
250,1.8011858979269768,3rd Era
251,1.6960945041138709,3rd Era
252,1.476412275728929,3rd Era
253,1.58462929198523,3rd Era
254,1.5954770404645533,3rd Era
255,1.6990822314492777,3rd Era
256,1.5516723612238958,3rd Era
257,1.5770450610568894,3rd Era
258,1.4342776594603706,3rd Era
259,1.4553296459160068,3rd Era
260,1.466024177608899,3rd Era
261,1.5719889071046624,3rd Era
262,1.5915546907319167,3rd Era
263,1.587126725604057,3rd Era
264,1.5734444665757583,3rd Era
265,1.6420243001823283,3rd Era
266,1.6434338946174942,3rd Era
267,1.6633061118176107,3rd Era
268,1.757197358542602,3rd Era
269,1.738857309206797,3rd Era
270,1.7234130571345396,3rd Era
271,1.8221612759893975,3rd Era
272,1.8219927375243234,3rd Era
273,1.8039131567254507,3rd Era
274,1.85501095500023,3rd Era
275,1.8448220387025602,3rd Era
276,1.8695971930684727,3rd Era
277,1.8636830251122312,3rd Era
278,1.7979377020546372,3rd Era
279,1.801875373465917,3rd Era
280,1.8050776043023273,3rd Era
281,1.8003432056016058,3rd Era
282,1.8135658142706117,3rd Era
283,1.8427842554430265,3rd Era
284,1.8426923253711678,3rd Era
285,1.8859301025020303,3rd Era
286,1.9069974106363097,3rd Era
287,1.906108753275009,3rd Era
288,1.9071199840654545,3rd Era
289,1.9162976695726786,3rd Era
290,1.9505109779827479,3rd Era
291,1.9877886221214396,3rd Era
292,2.0396678260070176,3rd Era
293,2.0309038258231573,3rd Era
294,2.043023273629859,3rd Era
295,2.063155959366908,3rd Era
296,2.150290345810287,3rd Era
297,2.197833514639864,3rd Era
298,2.1896977032803715,3rd Era
299,2.347189238052921,3rd Era
300,2.3325110699128198,3rd Era
301,2.372286147670339,3rd Era
302,2.3484149723443704,3rd Era
303,2.502734919637796,3rd Era
304,2.63588030704644,3rd Era
305,2.696661406223666,3rd Era
306,2.8146383317756296,3rd Era
307,2.6187047052875116,3rd Era
308,2.713408000980588,3rd Era
309,2.727825700583756,3rd Era
310,2.6512632724041247,3rd Era
311,2.6453184610905973,3rd Era
312,2.7340309804342167,3rd Era
313,2.87928049397092,3rd Era
314,2.9939939019719,3rd Era
315,3.056674889300872,3rd Era
316,3.085617540257711,3rd Era
317,3.269109963687622,3rd Era
318,3.4308762468015996,3rd Era
319,3.7582851977262632,3rd Era
320,3.848192808004045,3rd Era
321,3.84713561217767,3rd Era
322,3.848866961864342,3rd Era
323,3.846461458317373,3rd Era
324,3.5281382628280755,3rd Era
325,3.848300059754547,3rd Era
326,3.518623500390703,3rd Era
327,3.671258063033386,3rd Era
328,3.7197664976174796,3rd Era
329,3.9209707815588275,3rd Era
330,3.8482847380759035,3rd Era
331,4.0753366938881825,3rd Era
332,4.373925567285152,3rd Era
333,4.129238359354652,3rd Era
334,4.255872033339973,3rd Era
335,4.32325677601238,3rd Era
336,4.388894847319473,3rd Era
337,4.521733801155254,3rd Era
338,4.038595308502,3rd Era
339,4.153170821395192,3rd Era
340,3.8734276127292513,3rd Era
341,3.6777391330994225,3rd Era
342,3.800787534282256,3rd Era
343,4.051465518562214,3rd Era
344,3.830082583847887,3rd Era
345,3.945623362495595,3rd Era
346,4.213890633857846,3rd Era
347,4.049657560482327,3rd Era
348,4.126740925735824,3rd Era
349,4.148421101015828,3rd Era
350,3.932906369221812,3rd Era
351,3.8321816538219933,3rd Era
352,3.6889699235448234,3rd Era
353,3.84161980786615,3rd Era
354,3.926210795654772,3rd Era
355,3.9168186066465442,3rd Era
356,3.799316653132517,3rd Era
357,3.7050576861200915,3rd Era
358,3.8448526820598468,3rd Era
359,3.924264942467097,3rd Era
360,3.9587846844500287,3rd Era
361,3.983575160494584,3rd Era
362,3.9810777268757565,3rd Era
363,3.8355064580875484,3rd Era
364,3.8893468368394446,3rd Era
365,3.851303108768597,3rd Era
366,3.5634240887431625,3rd Era
367,3.5841849633045797,3rd Era
368,3.6373971532321083,3rd Era
369,3.590114452939464,3rd Era
370,3.3629246020193975,3rd Era
371,3.1193252332725576,3rd Era
372,2.9484731947232143,3rd Era
373,3.3155346499762515,3rd Era
374,3.5194355493587883,3rd Era
375,3.4723367092098614,3rd Era
376,4.264973110453981,3rd Era
377,4.0583449522729715,3rd Era
378,4.320115831890543,3rd Era
379,4.245759725435519,3rd Era
380,4.220785389247246,3rd Era
381,3.8920894173165617,3rd Era
382,3.8178099192547537,3rd Era
383,4.063339819510626,3rd Era
384,4.2527923759327075,3rd Era
385,4.15266520599997,3rd Era
386,4.1672361223895695,3rd Era
387,4.371857140668332,3rd Era
388,4.177011353363875,3rd Era
389,4.119355876629844,3rd Era
390,4.263854627913034,3rd Era
391,4.364441448205065,3rd Era
392,4.957788775338226,3rd Era
393,4.97557724424288,3rd Era
394,5.137634639251076,3rd Era
395,5.254125361974658,3rd Era
396,5.117854352122819,3rd Era
397,5.248992599629216,3rd Era
398,5.523511115877856,3rd Era
399,5.8782079764659025,3rd Era
400,6.232184718157722,3rd Era
401,6.534052430784317,3rd Era
402,6.380728392602694,3rd Era
403,6.62160050255106,3rd Era
404,6.615517796129744,3rd Era
405,6.297072027211302,3rd Era
406,6.368317832901773,3rd Era
407,6.313420258323502,3rd Era
408,6.146046240826146,3rd Era
409,6.231449277582852,3rd Era
410,6.345703035224539,3rd Era
411,6.463113058666708,3rd Era
412,6.67407725190372,3rd Era
413,6.626963090076149,3rd Era
414,6.68368394441295,3rd Era
415,6.667504251765824,3rd Era
416,7.022905909571453,3rd Era
417,7.003677202874347,3rd Era
418,7.247966047160127,3rd Era
419,7.491458164156465,3rd Era
420,6.956486432653562,3rd Era
421,7.031118329324161,3rd Era
422,6.650298006649608,3rd Era
423,6.814592366739701,3rd Era
424,7.011598510732837,3rd Era
425,7.07271668684021,3rd Era
426,6.604761977722279,3rd Era
427,6.603199166500683,3rd Era
428,6.538710221091823,3rd Era
429,6.446243890480642,3rd Era
430,6.384129805261464,3rd Era
431,5.988999034734246,3rd Era
432,5.079718693980113,3rd Era
433,5.701135336387455,3rd Era
434,5.681906629690349,3rd Era
435,5.68599751788806,3rd Era
436,6.1769347449706595,3rd Era
437,6.017190923437572,3rd Era
438,6.050776043023274,3rd Era
439,5.566764214687362,3rd Era
440,5.512203717039239,3rd Era
441,5.7565385263609485,3rd Era
442,5.633153048247967,3rd Era
443,6.0265831124458,3rd Era
444,5.973416887554201,3rd Era
445,6.399252302082217,3rd Era
446,6.390610875327502,3rd Era
447,6.38789893820767,3rd Era
448,6.618091838141788,3rd Era
449,6.651539062619701,3rd Era
450,6.700675686028162,3rd Era
451,6.561003263517551,3rd Era
452,6.456049764812233,3rd Era
453,6.617570901067921,3rd Era
454,6.670476657422587,3rd Era
455,6.693980112461122,3rd Era
456,7.031118329324161,3rd Era
457,7.328098426463604,3rd Era
458,7.3572555809214455,3rd Era
459,7.354329140300612,3rd Era
460,8.130969709041324,3rd Era
