Asset,Price,Week To Date Return,MTD,YTD,90 Day BTC Correlation
Bitcoin,96974.9957857978,-0.050935476354242226,2.6670668242077644,2.6670668242077644,0.9999999999999996
US Dollar Index,108.37799835205078,0.002562422480491655,0.0757190793974516,0.0757190793974516,0.1169089004909422
Gold Futures,2656.699951171875,0.006936040594857751,1.0459455541881768,1.0459455541881768,0.02283810481557318
Crude Oil Futures,74.25,0.009380131379920664,3.527605599881878,3.527605599881878,-0.23918657439313892
20+ Year Treasury Bond ETF,85.91999816894531,-0.011277368696498202,-1.6145696009913224,-1.6145696009913224,-0.009162581406609692
Bloomberg Commodity Index,99.48999786376953,0.0023171037939673234,0.7391613120178997,0.7391613120178997,-0.08155212031689951
