timestamp,price_close,market_cap,difficulty,difficulty_adjustment,hash_rate,realized_price,realized_cap,sth_realized_price,sth_realized_cap,lth_realized_price,lth_realized_cap,coindays_destroyed_sum_24h,utxo_count,supply,supply_usd,sth_supply,lth_supply,fees_sum_24h_usd,fees_sum_24h,subsidy_sum_24h_usd,subsidy_sum_24h,coinbase_sum_24h_usd,coinbase_sum_24h,fees_average_24h_usd,fees_average_24h,effective_fee_rate_median,fee_dominance,utxos_over_1y_old_supply,tx_count_sum_24h,velocity_btc,velocity_usd,transfer_volume_sum_24h_usd,inflation_rate,nvt,puell_multiple,liveliness,realized_profit_sum_24h,realized_loss_sum_24h,net_realized_pnl_sum_24h,supply_in_profit,supply_in_loss,sopr_24h,active_supply,active_supply_sats,active_supply_usd,hash_price_ths,hash_price_phs,addr_count,addrs_over_1sat_addr_count,addrs_over_10sats_addr_count,addrs_over_100sats_addr_count,addrs_over_1k_sats_addr_count,addrs_over_10k_sats_addr_count,addrs_over_100k_sats_addr_count,addrs_over_1m_sats_addr_count,addrs_over_10m_sats_addr_count,addrs_over_1btc_addr_count,addrs_over_10btc_addr_count,addrs_over_100btc_addr_count,addrs_over_1k_btc_addr_count,addrs_over_10k_btc_addr_count,addrs_over_100k_btc_addr_count,active_addrs_average_24h,addrs_under_1btc_addr_count,addrs_under_10btc_addr_count,addrs_under_10k_sats_addr_count,addrs_under_1k_sats_addr_count,addrs_under_10sats_addr_count,utxos_1h_to_1d_old_supply,utxos_under_1m_old_supply,utxos_under_3m_old_supply,utxos_under_6m_old_supply,utxos_under_1y_old_supply,utxos_under_2y_old_supply,utxos_under_3y_old_supply,utxos_under_4y_old_supply,utxos_under_5y_old_supply,utxos_under_10y_old_supply
1263168000,0.0,0.0,1.3050621315915245,10.3274,10315123.480728587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31607,1714100.0,0.0,657699.53,1056400.47,0.0,0.0,0.0,7950.0,0.0,7950.0,0.0,0.0,0.0,0.0002,8350.0,159,0.21792044804853858,0.0,0.0,20185.207,0.0,0.0,0.010411536294053418,0.0,0.0,0.0,1714100.0,0.0,1.0,17846.41436163,1784641436163,0.0,0.0,0.0,31542,31542,31542,31542,31542,31542,31542,31542,31535,31532,31522,35,9,4,0,1.0,10,20,0,0,0,7500.0,259551.35,490399.88,744999.67,1705750.0,1714100.0,1714100.0,1714100.0,1714100.0,1714100.0
1263254400,0.0,0.0,1.3050621315915245,10.3274,10509748.452063087,0.0,0.0,0.0,0.0,0.0,0.0,483458.7262721397,31554,1722050.0,0.0,664449.53,1057600.47,0.0,0.26,0.0,8100.0,0.0,8100.26,0.0,0.00160493828125,0.0,0.0002,13089.0,164,0.22308197787520687,0.0,0.0,12995.4375,0.0,0.0,0.012351978967300553,0.0,0.0,0.0,1722050.0,0.0,1.0,21270.72538063,2127072538063,0.0,0.0,0.0,31487,31487,31487,31487,31487,31487,31487,31487,31480,31476,31466,35,9,4,0,2.3333333,11,21,0,0,0,18500.0,270751.35,495749.88,749749.67,1708961.0,1722050.0,1722050.0,1722050.0,1722050.0,1722050.0
1263340800,0.0,0.0,1.3050621315915245,10.3274,10639498.432952756,0.0,0.0,0.0,0.0,0.0,0.0,2053.062152770348,31720,1730250.0,0.0,671749.53,1058500.47,0.0,0.0,0.0,8200.0,0.0,8200.0,0.0,0.0,0.0,0.0002,18889.0,166,0.22205826903626644,0.0,0.0,8865.025,0.0,0.0,0.012245650280107824,0.0,0.0,0.0,1730250.0,0.0,1.0,21188.03639715,2118803639715,0.0,0.0,0.0,31653,31653,31653,31653,31653,31653,31653,31653,31646,31642,31630,35,9,4,0,1.0243902,11,23,0,0,0,7708.0,273813.35,500849.88,755799.67,1711361.0,1730250.0,1730250.0,1730250.0,1730250.0,1730250.0
1263427200,0.0,0.0,1.3050621315915245,10.3274,9666373.57628025,0.0,0.0,0.0,0.0,0.0,0.0,5815.157060150057,31857,1737400.0,0.0,678099.53,1059300.47,0.0,0.0,0.0,7450.0,0.0,7450.0,0.0,0.0,0.0,0.0002,24400.0,151,0.22134241970760907,0.0,0.0,6700.0,0.0,0.0,0.012175813223230181,0.0,0.0,0.0,1737400.0,0.0,1.0,21154.25789404,2115425789404,0.0,0.0,0.0,31789,31789,31789,31789,31789,31789,31789,31789,31782,31778,31765,35,9,4,0,1.080537,11,24,0,0,0,7655.0,270662.35,505699.88,762749.67,1713000.0,1737400.0,1737400.0,1737400.0,1737400.0,1737400.0
1263513600,0.0,0.0,1.3050621315915245,10.3274,9147373.652721576,0.0,0.0,0.0,0.0,0.0,0.0,766.8196643302217,31994,1744450.0,0.0,684699.53,1059750.47,0.0,0.0,0.0,7050.0,0.0,7050.0,0.0,0.0,0.0,0.0002,30875.0,142,0.22027633924732723,0.0,0.0,5342.9014,0.0,0.0,0.012081437478978186,0.0,0.0,0.0,1744450.0,0.0,1.0,21075.4636102,2107546361020,0.0,0.0,0.0,31925,31925,31925,31925,31925,31925,31925,31925,31918,31915,31902,35,9,4,0,1.0425532,10,23,0,0,0,6700.0,271662.35,510499.88,766649.67,1713575.0,1744450.0,1744450.0,1744450.0,1744450.0,1744450.0
1263600000,0.0,0.0,1.3050621315915245,10.3274,8174248.796049069,0.0,0.0,0.0,0.0,0.0,0.0,1253.4221180295572,32114,1750700.0,0.0,690099.53,1060600.47,0.0,0.0,0.0,6300.0,0.0,6300.0,0.0,0.0,0.0,0.0002,36125.0,127,0.21951908379505342,0.0,0.0,4574.7666,0.0,0.0,0.012001367933436976,0.0,0.0,0.0,1750700.0,0.0,1.0,21010.79484106,2101079484106,0.0,0.0,0.0,32045,32045,32045,32045,32045,32045,32045,32045,32038,32035,32023,36,9,4,0,1.0555556,10,22,0,0,0,6050.0,270162.35,513299.88,763799.53,1714575.0,1750700.0,1750700.0,1750700.0,1750700.0,1750700.0
1263686400,0.0,0.0,1.3050621315915245,10.3274,8563498.738718072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32245,1757250.0,0.0,695749.53,1061500.47,0.0,0.0,0.0,6600.0,0.0,6600.0,0.0,0.0,0.0,0.0002,40825.0,132,0.21870084507042253,0.0,0.0,4000.9333,0.0,0.0,0.011912067786384196,0.0,0.0,0.0,1757250.0,0.0,1.0,20932.48111762,2093248111762,0.0,0.0,0.0,32176,32176,32176,32176,32176,32176,32176,32176,32169,32166,32154,36,9,4,0,1.0,10,22,0,0,0,6450.0,265862.35,514749.88,766549.53,1716425.0,1757250.0,1757250.0,1757250.0,1757250.0,1757250.0
1263772800,0.0,0.0,1.3050621315915245,10.3274,8174248.796049069,0.0,0.0,0.0,0.0,0.0,0.0,231.9704861100763,32371,1763500.0,0.0,701449.53,1062050.47,0.0,0.0,0.0,6300.0,0.0,6300.0,0.0,0.0,0.0,0.0002,45875.0,127,0.21786904451375105,0.0,0.0,3558.7136,0.0,0.0,0.011828778927713956,0.0,0.0,0.0,1763500.0,0.0,1.0,20860.05163902,2086005163902,0.0,0.0,0.0,32302,32302,32302,32302,32302,32302,32302,32302,32295,32292,32280,36,9,4,0,1.0238096,10,22,0,0,0,6100.0,262562.35,511949.76,769899.53,1717625.0,1763500.0,1763500.0,1763500.0,1763500.0,1763500.0
1263859200,0.0,0.0,1.3050621315915245,10.3274,8174248.796049069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32495,1769700.0,0.0,707349.53,1062350.47,0.0,0.0,0.0,6300.0,0.0,6300.0,0.0,0.0,0.0,0.0002,51950.0,126,0.21666783070576934,0.0,0.0,3177.2222,0.0,0.0,0.011746042950575877,0.0,0.0,0.0,1769700.0,0.0,1.0,20786.97220963,2078697220963,0.0,0.0,0.0,32426,32426,32426,32426,32426,32426,32426,32426,32419,32416,32404,36,9,4,0,1.0,10,22,0,0,0,6050.0,260562.35,513650.0,772749.53,1717750.0,1769700.0,1769700.0,1769700.0,1769700.0,1769700.0
1263945600,0.0,0.0,1.3050621315915245,10.3274,10250248.490283754,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32653,1777600.0,0.0,714449.53,1063150.47,0.0,0.0,0.0,7900.0,0.0,7900.0,0.0,0.0,0.0,0.0002,57550.0,158,0.21547989423942393,0.0,0.0,2877.5542,0.0,0.0,0.011641873009763217,0.0,0.0,0.0,1777600.0,0.0,1.0,20694.59346215,2069459346215,0.0,0.0,0.0,32584,32584,32584,32584,32584,32584,32584,32584,32577,32574,32562,36,9,4,0,1.0,10,22,0,0,0,7500.0,259712.35,517500.0,777199.53,1720050.0,1777600.0,1777600.0,1777600.0,1777600.0,1777600.0
1264032000,0.0,0.0,1.3050621315915245,10.3274,11417998.318290763,0.0,0.0,0.0,0.0,0.0,0.0,162.22858790960163,32825,1786350.0,0.0,722499.53,1063850.47,0.0,0.0,0.0,8800.0,0.0,8800.0,0.0,0.0,0.0,0.0002,62400.0,185,0.21475374366725447,0.0,0.0,2656.713,0.0,0.0,0.01152900196620912,0.0,0.0,0.0,1786350.0,0.0,1.0,20594.83266233,2059483266233,0.0,0.0,0.0,32756,32756,32756,32756,32756,32756,32756,32756,32749,32746,32734,37,9,4,0,1.1079545,10,22,0,0,0,8700.0,260362.35,522250.0,784549.53,1723950.0,1786350.0,1786350.0,1786350.0,1786350.0,1786350.0
1264118400,0.0,0.0,1.3050621315915245,10.3274,8628373.729162905,0.0,0.0,0.0,0.0,0.0,0.0,237.92013886012137,32957,1793000.0,0.0,726599.53,1066400.47,0.0,0.0,0.0,6650.0,0.0,6650.0,0.0,0.0,0.0,0.0002,67100.0,136,0.21381781929726715,0.0,0.0,2485.4363,0.0,0.0,0.011444824637011347,0.0,0.0,0.0,1793000.0,0.0,1.0,20520.57057416,2052057057416,0.0,0.0,0.0,32886,32886,32886,32886,32886,32886,32886,32886,32879,32876,32863,37,9,4,0,1.0676692,10,23,0,0,0,6750.0,259362.35,526450.0,790649.53,1725900.0,1793000.0,1793000.0,1793000.0,1793000.0,1793000.0
1264204800,0.0,0.0,1.3050621315915245,10.3274,10444873.461618254,0.0,0.0,0.0,0.0,0.0,0.0,51.72165509033948,33118,1801000.0,0.0,729951.0,1071049.0,0.0,0.0,0.0,8050.0,0.0,8050.0,0.0,0.0,0.0,0.0002,71350.0,163,0.2126465019433648,0.0,0.0,2352.0083,0.0,0.0,0.011343616762761669,0.0,0.0,0.0,1801000.0,0.0,1.0,20429.85378973,2042985378973,0.0,0.0,0.0,33046,33046,33046,33046,33046,33046,33046,33046,33039,33036,33023,37,9,4,0,1.0248448,10,23,0,0,0,7649.0,259662.35,531300.0,795249.53,1729650.0,1801000.0,1801000.0,1801000.0,1801000.0,1801000.0
1264291200,0.0,0.0,1.3050621315915245,10.3274,10055623.518949252,0.0,0.0,0.0,0.0,0.0,0.0,58.511574069969356,33272,1808700.0,0.0,736401.0,1072299.0,0.0,0.0,0.0,7750.0,0.0,7750.0,0.0,0.0,0.0,0.0002,81400.0,156,0.21149242549897718,0.0,0.0,2064.8115,0.0,0.0,0.011247499381645704,0.0,0.0,0.0,1808700.0,0.0,1.0,20343.35213158,2034335213158,0.0,0.0,0.0,33199,33199,33199,33199,33199,33199,33199,33199,33192,33189,33176,37,9,4,0,1.0129032,10,23,0,0,0,7300.0,259862.35,536050.0,801349.53,1727300.0,1808700.0,1808700.0,1808700.0,1808700.0,1808700.0
1264377600,0.0,0.0,1.3442249707710294,3.0008,14099396.791120775,0.0,0.0,0.0,0.0,0.0,0.0,9122.61168954987,33427,1819250.0,0.0,743751.0,1075499.0,0.0,0.0,0.0,10550.0,0.0,10550.0,0.0,0.0,0.0,0.0002,90550.0,215,0.21205241170812147,0.0,0.0,1853.0328,0.0,0.0,0.01116291094960384,0.0,0.0,0.0,1819250.0,0.0,1.0,20308.12574506,2030812574506,0.0,0.0,0.0,33357,33357,33357,33357,33357,33357,33357,33357,33350,33347,33333,37,10,4,0,1.2938389,10,24,0,0,0,13350.0,261712.35,543700.0,811099.53,1728700.0,1819250.0,1819250.0,1819250.0,1819250.0,1819250.0
1264464000,0.0,0.0,1.3442249707710294,3.0008,13163891.790762052,0.0,0.0,0.0,0.0,0.0,0.0,895.6262614997104,33610,1829000.0,0.0,750051.0,1078949.0,0.0,0.0,0.0,9850.0,0.0,9850.0,0.0,0.0,0.0,0.0002,95850.0,203,0.21085256971022417,0.0,0.0,1768.2327,0.0,0.0,0.011049501453286056,0.0,0.0,0.0,1829000.0,0.0,1.0,20209.53815806,2020953815806,0.0,0.0,0.0,33538,33538,33538,33538,33538,33538,33538,33538,33531,33528,33515,37,10,4,0,1.1116751,10,23,0,0,0,10074.0,262912.35,550900.0,820399.53,1733150.0,1829000.0,1829000.0,1829000.0,1829000.0,1829000.0
1264550400,0.0,0.0,1.3442249707710294,3.0008,10958772.861345056,0.0,0.0,0.0,0.0,0.0,0.0,1038.9276619507,33756,1837200.0,0.0,754501.0,1082699.0,0.0,0.0,0.0,8200.0,0.0,8200.0,0.0,0.0,0.0,0.0002,100650.0,166,0.21037412910951447,0.0,0.0,1687.1595,0.0,0.0,0.010956524524813492,0.0,0.0,0.0,1837200.0,0.0,1.0,20129.32685698,2012932685698,0.0,0.0,0.0,33682,33682,33682,33682,33682,33682,33682,33682,33675,33672,33659,37,10,4,0,1.1341463,10,23,0,0,0,8750.0,264362.35,555950.0,827949.53,1736550.0,1837200.0,1837200.0,1837200.0,1837200.0,1837200.0
1264636800,0.0,0.0,1.3442249707710294,3.0008,11827456.075963873,0.0,0.0,0.0,0.0,0.0,0.0,1112.6672452595085,33914,1846050.0,0.0,759401.0,1086649.0,0.0,0.0,0.0,8850.0,0.0,8850.0,0.0,0.0,0.0,0.0002,105950.0,179,0.20993437339183663,0.0,0.0,1602.9982,0.0,0.0,0.010857269014179476,0.0,0.0,0.0,1846050.0,0.0,1.0,20043.06146362,2004306146362,0.0,0.0,0.0,33838,33838,33838,33838,33838,33838,33838,33838,33831,33828,33815,37,10,4,0,1.1299435,10,23,0,0,0,9450.0,264812.35,562450.0,835949.53,1740100.0,1846050.0,1846050.0,1846050.0,1846050.0,1846050.0
1264723200,0.0,0.0,1.3442249707710294,3.0008,13163891.790762052,0.0,0.0,0.0,0.0,0.0,0.0,1333.953124910593,34096,1855900.0,0.0,765901.0,1089999.0,0.0,0.0,0.0,9850.0,0.0,9850.0,0.0,0.0,0.0,0.0002,112400.0,201,0.20900875585969073,0.0,0.0,1521.5814,0.0,0.0,0.010749325442198322,0.0,0.0,0.0,1855900.0,0.0,1.0,19949.67308817,1994967308817,0.0,0.0,0.0,34017,34017,34017,34017,34017,34017,34017,34017,34010,34007,33994,37,10,4,0,1.1167513,10,23,0,0,0,9700.0,267862.35,571100.0,845149.53,1743500.0,1855900.0,1855900.0,1855900.0,1855900.0,1855900.0
1264809600,0.0,0.0,1.3442249707710294,3.0008,14233040.362600593,0.0,0.0,0.0,0.0,0.0,0.0,16530.32581001986,34276,1866400.0,0.0,773401.0,1092999.0,0.0,0.0,0.0,10650.0,0.0,10650.0,0.0,0.0,0.0,0.0002,117850.0,217,0.2087437580368624,0.0,0.0,1451.4547,0.0,0.0,0.010708037328026918,0.0,0.0,0.0,1866400.0,0.0,1.0,19985.48086902,1998548086902,0.0,0.0,0.0,34196,34196,34196,34196,34196,34196,34196,34196,34189,34186,34173,39,11,4,0,1.1784037,10,23,0,0,0,11650.0,271912.35,580550.0,855349.53,1748550.0,1866400.0,1866400.0,1866400.0,1866400.0,1866400.0
1264896000,0.0,0.0,1.3442249707710294,3.0008,11025594.647084966,0.0,0.0,0.0,0.0,0.0,0.0,1214.4467591801658,34425,1874650.0,0.0,778251.0,1096399.0,0.0,0.0,0.0,8250.0,0.0,8250.0,0.0,0.0,0.0,0.0002,124150.0,167,0.20787845731203158,0.0,0.0,1374.3611,0.0,0.0,0.0106205592062219,0.0,0.0,0.0,1874650.0,0.0,1.0,19909.83131594,1990983131594,0.0,0.0,0.0,34344,34344,34344,34344,34344,34344,34344,34344,34337,34334,34321,39,11,4,0,1.1212121,10,23,0,0,0,8950.0,273662.35,587300.0,859899.53,1750500.0,1874650.0,1874650.0,1874650.0,1874650.0,1874650.0
1264982400,0.0,0.0,1.3442249707710294,3.0008,12495673.933362963,0.0,0.0,0.0,0.0,0.0,0.0,1368.9062498798594,34601,1883850.0,0.0,784851.0,1098999.0,0.0,0.0,0.0,9350.0,0.0,9350.0,0.0,0.0,0.0,0.0002,129750.0,196,0.20819032831701037,0.0,0.0,1318.5618,0.0,0.0,0.01052403169079033,0.0,0.0,0.0,1883850.0,0.0,1.0,19825.69710069,1982569710069,0.0,0.0,0.0,34519,34519,34519,34519,34519,34519,34519,34519,34512,34509,34496,39,11,4,0,1.1550802,10,23,0,0,0,9550.0,276612.35,593850.0,865149.53,1754100.0,1883850.0,1883850.0,1883850.0,1883850.0,1883850.0
1265068800,0.0,0.0,1.3442249707710294,3.0008,9755980.718026698,0.0,0.0,0.0,0.0,0.0,0.0,1802.9589119395241,34726,1891100.0,0.0,789001.0,1102099.0,0.0,0.0,0.0,7300.0,0.0,7300.0,0.0,0.0,0.0,0.0002,135550.0,147,0.20792097192110412,0.0,0.0,1259.5255,0.0,0.0,0.010451376799968222,0.0,0.0,0.0,1891100.0,0.0,1.0,19764.59866641,1976459866641,0.0,0.0,0.0,34643,34643,34643,34643,34643,34643,34643,34643,34636,34633,34620,39,11,4,0,1.150685,10,23,0,0,0,7900.0,274862.35,598450.0,868499.53,1755550.0,1891100.0,1891100.0,1891100.0,1891100.0,1891100.0
1265155200,0.0,0.0,1.3442249707710294,3.0008,18041882.1497754,0.0,0.0,0.0,0.0,0.0,0.0,562.7326388601214,34992,1904600.0,0.0,799251.0,1105349.0,0.0,0.0,0.0,13500.0,0.0,13500.0,0.0,0.0,0.0,0.0002,142649.96,272,0.2062180142812139,0.0,0.0,1203.1818,0.0,0.0,0.010306791811533366,0.0,0.0,0.0,1904600.0,0.0,1.0,19630.31568424,1963031568424,0.0,0.0,0.0,34907,34907,34907,34907,34907,34907,34907,34907,34900,34897,34884,39,11,4,0,1.0259259,10,23,0,0,0,13050.0,258758.0,609750.0,872999.53,1761950.04,1904600.0,1904600.0,1904600.0,1904600.0,1904600.0
1265241600,0.0,0.0,1.818648536145414,35.2935,20702861.582370225,0.0,0.0,0.0,0.0,0.0,0.0,3937.6497509405017,35187,1916050.0,0.0,807401.0,1108649.0,0.0,0.0,0.0,11450.0,0.0,11450.0,0.0,0.0,0.0,0.0002,148349.96,234,0.20605559353879074,0.0,0.0,1159.3165,0.0,0.0,0.01020703912060223,0.0,0.0,0.0,1916050.0,0.0,1.0,19557.19730702,1955719730702,0.0,0.0,0.0,35099,35099,35099,35099,35099,35099,35099,35099,35091,35088,35075,40,11,5,0,1.209607,11,24,0,0,0,12750.0,260458.0,618900.0,880699.53,1767700.04,1916050.0,1916050.0,1916050.0,1916050.0,1916050.0
