Report Date,Daily Open,Daily High,Daily Low,Daily Close,Week Start,Week-to-Date Open,Week-to-Date High,Week-to-Date Low,Week-to-Date Close,Week-to-Date Days
2026-06-18,64508.35,64603.54,62388.54,62818.8,2026-06-15,65435.12,66878.5,62388.54,62818.8,4
