time,PriceUSD,realised_price,thermocap_price,200_day_ma_priceUSD,Lagged_Energy_Value,mvrv_ratio,thermocap_multiple,200_day_multiple,Energy_Value_Multiple,PriceUSD_4_Year_CAGR,realised_price_4_Year_CAGR,thermocap_price_4_Year_CAGR,200_day_ma_priceUSD_4_Year_CAGR,Lagged_Energy_Value_4_Year_CAGR
2013-01-31,20.5116430306838,8.60912690083893,3.799070096135296,12.17568771498276,28.10645697981524,2.3825462520113394,5.39912202503181,1.684639382253805,0.7297840153034698,inf,inf,inf,inf,inf
2013-02-01,20.443091956166,8.770936419009965,3.804868875005922,12.235436146376683,28.11608773547023,2.330776439315877,5.372876865864184,1.6708102360715498,0.7270958942974041,inf,inf,inf,inf,inf
2013-02-02,19.6359017054354,8.785364381737322,3.8106463442266154,12.289855730628583,28.126111579368782,2.2350696968532984,5.152905814832464,1.5977324824488477,0.6981378015949717,inf,inf,inf,inf,inf
2013-02-03,20.5789396832262,8.836288771373368,3.818007015824434,12.347274465613971,28.138297434158094,2.328912082399922,5.389969059232472,1.666678726591578,0.7313498526831507,inf,inf,inf,inf,inf
2013-02-04,20.4404879614261,8.874935084404799,3.824438766231572,12.405079238353597,28.149041950974105,2.3031704195047586,5.344702637654525,1.6477515031285654,0.7261521723199802,inf,inf,inf,inf,inf
2013-02-05,20.6593447276446,8.92434146467837,3.8310619695195105,12.465713708596144,29.640645489245745,2.3149433276855405,5.392589546191987,1.657293373695745,0.6969937525530694,inf,inf,inf,inf,inf
2013-02-06,21.2085655318527,8.981437724782973,3.8370252126955577,12.527378307050265,31.079602664746197,2.3613775635643215,5.527345888080163,1.6929771746349163,0.6823950022987172,inf,inf,inf,inf,inf
2013-02-07,22.1177651789246,9.05278103037257,3.843673715119384,12.595434320224255,31.09073430788099,2.443201167101944,5.754329534248103,1.7560144903785109,0.7113941073214893,inf,inf,inf,inf,inf
2013-02-08,22.7873650499299,9.153330614321545,3.850424056106223,12.666715089126741,31.10164910507761,2.489516222027005,5.918144266160084,1.7989956266949467,0.7326738518894057,inf,inf,inf,inf,inf
2013-02-09,23.7338601537113,9.23391077335282,3.8571296778795285,12.742511464041995,31.11198563342698,2.5702934256417524,6.15324402750158,1.8625731843118776,0.7628526328519335,inf,inf,inf,inf,inf
2013-02-10,23.9002893571011,9.27902445244217,3.864724494165352,12.818166174462801,31.123623260538025,2.575732985681563,6.184215561337896,1.8645638566238,0.7679147494181545,inf,inf,inf,inf,inf
2013-02-11,24.4972726949153,9.351654692863402,3.872453203081226,12.89627371270652,31.135116323689733,2.619565574166258,6.326034534238749,1.8995620937215745,0.7868052407524199,inf,inf,inf,inf,inf
2013-02-12,24.9797364073641,9.437154278860094,3.8793743552578905,12.976715095272269,31.14516371400189,2.646956452044077,6.439114692168838,1.9249660814750278,0.8020422251347484,inf,inf,inf,inf,inf
2013-02-13,24.6416509347867,9.52727043011973,3.887738666094994,13.055710545475133,31.157524169581347,2.586433450748288,6.338299214833232,1.8874231968421695,0.7908732029114174,inf,inf,inf,inf,inf
2013-02-14,27.2823898203039,9.683812992220263,3.896041711060294,13.148384091280334,31.168438966777938,2.8173189468055506,7.002591821040616,2.0749614272674672,0.8753210210297625,inf,inf,inf,inf,inf
2013-02-15,27.1712692291058,9.830825631498525,3.9058417467802307,13.238798851180979,24.41867827209198,2.7638847689503825,6.956571973635224,2.052396862777469,1.1127248136177683,inf,inf,inf,inf,inf
2013-02-16,27.3461635619521,9.924522082983609,3.916240857264837,13.328924676980218,24.42937688269043,2.755413644435262,6.9827583539004,2.0516406405372236,1.1193966875728367,inf,inf,inf,inf,inf
2013-02-17,26.9272513763881,9.997427234717232,3.9263749454912946,13.415720829342872,24.44001887669434,2.6934180908944327,6.858043806363678,2.00714160043438,1.1017688452796388,inf,inf,inf,inf,inf
2013-02-18,26.9288676370544,10.06581421748435,3.935062421512974,13.497609969047723,27.252337732134666,2.675279620229715,6.843313968752913,1.9950841444379261,0.9881305560550555,inf,inf,inf,inf,inf
2013-02-19,29.4136243807715,10.216421007777361,3.9445615230788245,13.590098767218382,27.26237008227505,2.879053668440255,7.456753864448148,2.1643422085880744,1.0789092911586255,inf,inf,inf,inf,inf
2013-02-20,29.8198072276447,10.331665910316772,3.9562542661146076,13.684599228952747,27.274547720240196,2.8862535322467093,7.5373839045310875,2.1790778618166917,1.0933199528553754,inf,inf,inf,inf,inf
2013-02-21,29.8180689158387,10.409633340449922,3.9669223546615977,13.77966398664416,27.28565271618587,2.864468703231954,7.516675712293432,2.1639184340590343,1.0928112743350502,inf,inf,inf,inf,inf
2013-02-22,30.4726565324372,10.525574096320984,3.9774884761313656,13.877680036797578,27.296379136381006,2.895106362235229,7.661280910127463,2.195803365666088,1.1163625908105448,inf,inf,inf,inf,inf
2013-02-23,29.8064545458796,10.587926709718538,3.9874081242978607,13.972005912326509,27.30672697577801,2.8151360850014755,7.475145161151065,2.1332981629776926,1.0915425555145783,inf,inf,inf,inf,inf
2013-02-24,29.8828484924021,10.715598400773542,3.996862131548438,14.066068196804883,27.31657004372186,2.7887241920381136,7.47657725207176,2.1244635014061717,1.0939458520807244,inf,inf,inf,inf,inf
2013-02-25,30.3520330949737,10.93560104596744,4.009463515128726,14.162309738559705,27.3294417441704,2.7755249087260894,7.570098338704859,2.1431555766877666,1.1105983568598887,inf,inf,inf,inf,inf
2013-02-26,31.1555373506721,11.045772058975958,4.020026168071031,14.260849581290563,27.33991577548415,2.820584852224489,7.750083220384051,2.1846901317538907,1.139562301746717,inf,inf,inf,inf,inf
2013-02-27,31.2402610829924,11.095795436915164,4.032311040607227,14.359338209069637,27.35209341471124,2.815504418823151,7.747482961604054,2.175605910811436,1.1421524710861772,inf,inf,inf,inf,inf
2013-02-28,33.3752939365868,11.38148046323492,4.043857166582863,14.46825191680342,27.36269364046574,2.9324211419065818,8.253331549983889,2.306795190497392,1.2197371492413758,inf,inf,inf,inf,inf
2013-03-01,34.6062570341204,11.538623117048237,4.054783652947446,14.58135838702224,28.998765579371096,2.999166944190238,8.534674102517137,2.373321889195234,1.193370005333548,inf,inf,inf,inf,inf
2013-03-02,34.143515924021,11.604033594383033,4.06499714542069,14.691140479237317,32.7576895279878,2.942383408864679,8.399394809534966,2.3240888596957685,1.0423053767222858,inf,inf,inf,inf,inf
2013-03-03,34.451740484512,11.66464598915338,4.076406611964347,14.797548794890448,32.76984267761501,2.953517879286494,8.451497547716498,2.328205905048821,1.0513245615318711,inf,inf,inf,inf,inf
2013-03-04,36.3762652507306,11.810843541149946,4.089904918148773,14.91217616702078,32.78335455691918,3.0799040833952898,8.894159150085011,2.4393666520101207,1.109595578072199,inf,inf,inf,inf,inf
2013-03-05,40.6729539902747,12.175368343364505,4.101800675301091,15.055155909260288,32.79384702771548,3.3405933063570257,9.915877735158134,2.7015963325399466,1.2402617465373993,inf,inf,inf,inf,inf
2013-03-06,43.2849961852133,12.690827797405381,4.116403105306176,15.213693354362274,32.80554726493433,3.410730716404713,10.51524718981422,2.845133997183008,1.3194413687309645,inf,inf,inf,inf,inf
